,指数收盘点位,,,,,,,,,
时间,股票,,,,大宗商品,,债券,,,现金及其等价物
,上证50,沪深300,中证500,中证1000,南华商品指数,标普高盛商品全收益指数,中债-综合财富(1年以下)指数,中债-综合财富(3-5年)指数,中债-综合财富(7-10年)指数,货币基金
2006/01/25,846.989,1009.597,957.787,887.718,1216.8452,6714.99,110.192,116.413,114.8046,1001.3742
2006/02/06,861.07,1033.234,980.91,909.473,1269.9095,6647,110.2768,116.723,114.513,1001.9304
2006/02/07,856.669,1029.937,981.574,915.254,1288.6265,6474.98,110.2113,116.3358,114.4948,1001.9698
2006/02/08,862.575,1033.072,982.943,924.705,1246.4548,6428.54,110.2638,116.3685,114.4913,1002.01
2006/02/09,850.802,1019.599,969.577,914.397,1263.2033,6415.5,110.258,116.541,114.7317,1002.0486
2006/02/10,859.97,1032.337,980.801,925.088,1258.4792,6304.62,110.2206,116.6924,114.725,1002.0849
2006/02/13,859.598,1031.614,977.396,926.473,1241.2275,6243.24,110.2709,116.7568,114.822,1002.2977
2006/02/14,862.648,1038.531,986.056,934.089,1238.8941,6151.08,110.189,116.5201,114.4759,1002.3422
2006/02/15,868.021,1041.66,986.161,935.766,1244.0317,6051.29,110.2901,116.5658,114.2236,1002.3842
2006/02/16,856.05,1020.121,958.59,913.996,1225.6433,6111.56,110.3048,116.6214,114.2935,1002.4237
2006/02/17,857.994,1020.368,949.993,907.709,1224.0096,6212.56,110.3096,116.7275,114.34,1002.4626
2006/02/20,857.973,1021.639,943.765,899.591,1228.2573,6212.56,110.288,116.7051,114.3159,1002.6659
2006/02/21,872.565,1038.816,960.017,918.339,1231.5461,6349.05,110.307,116.5006,114.0535,1002.7095
2006/02/22,870.097,1037.885,959.947,919.563,1227.6749,6210.61,110.3082,116.4087,114.4198,1002.7528
2006/02/23,877.654,1041.373,958.722,920.871,1214.6746,6203.69,110.3227,116.5125,114.3993,1002.7894
2006/02/24,882.777,1049.444,967.163,926.622,1222.8036,6334.05,110.3206,116.3466,113.902,1002.8274
2006/02/27,887.616,1047.845,963.379,926.476,1207.0896,6157.76,110.3138,116.4866,114.4337,1003.0303
2006/02/28,892.904,1053.01,964.726,929.381,1205.4962,6216.45,110.3296,116.6923,114.5123,1003.0749
2006/03/01,895.626,1056.619,972.067,936.7,1205.5301,6254.76,110.3548,116.5924,114.7289,1003.1173
2006/03/02,876.621,1038.666,953.369,917.95,1217.1136,6385.26,110.3504,116.6237,114.8879,1003.1543
2006/03/03,880.371,1041.677,954.457,918.007,1227.5631,6425.51,110.3647,116.6555,114.9209,1003.1907
2006/03/06,879.33,1038.873,952.351,915.66,1222.25,6284.55,110.3527,116.7259,114.9805,1003.3922
2006/03/07,861.865,1014.973,928.576,889.002,1218.4781,6198.98,110.3929,116.8631,115.0611,1003.4373
2006/03/08,859.32,1009.271,924.83,889.969,1209.8543,6108.06,110.4206,116.649,114.7418,1003.4803
2006/03/09,853.381,1004.344,920.13,884.028,1213.9914,6164.58,110.4358,116.8648,115.4388,1003.5175
2006/03/10,857.143,1008.897,921.683,885.414,1201.521,6134.07,110.4245,116.7976,115.2261,1003.5548
2006/03/13,863.677,1019.864,928.518,892.683,1206.1749,6268.37,110.4282,116.7998,115.1738,1003.7534
2006/03/14,860.874,1018.272,931.721,895.795,1205.1553,6396.96,110.4409,116.8225,115.3059,1003.7986
2006/03/15,868.324,1028.958,942.689,902.735,1206.1438,6327.04,110.4629,116.7282,115.4242,1003.8397
2006/03/16,865.722,1027.616,945.523,903.933,1199.8731,6395.97,110.4176,116.633,115.1365,1003.8779
2006/03/17,863.267,1024.015,943.725,899.39,1202.5096,6345.6,110.4595,116.7327,115.1972,1003.916
2006/03/20,875.126,1037.659,956.138,908.357,1217.7642,6194.59,110.4484,116.7173,115.1756,1004.1109
2006/03/21,875.232,1040.757,959.927,911.14,1213.0237,6236.5,110.429,116.8608,115.254,1004.1568
2006/03/22,875.823,1047.666,972.137,920.301,1212.263,6185.58,110.4536,116.7691,115.1451,1004.1981
2006/03/23,875.108,1048.537,980.841,931.18,1214.0312,6347.06,110.4937,116.7428,115.1798,1004.2362
2006/03/24,869.439,1042.601,974.269,921.306,1218.6092,6374.53,110.5104,116.6915,115.3048,1004.2728
2006/03/27,872.557,1050.707,984.152,931.033,1224.3281,6365.4,110.505,116.7202,115.3091,1004.4669
2006/03/28,874.773,1055.982,994.52,933.304,1222.5435,6492.84,110.5356,116.6964,115.3846,1004.5114
2006/03/29,885.291,1065.294,997.704,931.044,1219.105,6535.74,110.4864,116.7511,115.4217,1004.5531
2006/03/30,877.781,1055.634,986.957,923.95,1223.1043,6606.3,110.5169,116.7839,115.2321,1004.5927
2006/03/31,878.366,1061.088,1000.251,923.189,1231.0067,6535.38,110.5234,116.7838,115.2594,1004.6369
2006/04/03,891.556,1079.322,1025.788,936.343,1221.3594,6577.12,110.5295,116.8885,115.2969,1004.8269
2006/04/04,900.84,1089.371,1038.109,947.245,1229.9243,6519.9,110.5588,116.8238,115.5126,1004.8739
2006/04/05,906.301,1099.97,1048.666,954.995,1226.2874,6600.56,110.5279,116.8416,115.3973,1004.9144
2006/04/06,901.647,1103.237,1053.693,952.323,1237.0835,6672.81,110.5681,116.7039,115.271,1004.9548
2006/04/07,897.312,1103.154,1068.11,961.437,1238.5757,6613.65,110.5705,116.8969,115.1918,1004.9944
2006/04/10,909.281,1117.91,1090.72,980.272,1239.0117,6739.15,110.5847,116.8986,115.4246,1005.1883
2006/04/11,912.391,1123.308,1094.409,982.143,1246.6638,6780.14,110.586,116.7441,115.1774,1005.2307
2006/04/12,908.948,1117.073,1095.497,986.351,1249.1771,6795.75,110.5628,116.5189,115.2088,1005.2715
2006/04/13,892.133,1093.925,1062.69,960.327,1250.4091,6854.41,110.5516,116.6991,115.0638,1005.3131
2006/04/14,910.633,1118.607,1088.183,977.089,1261.9576,6854.41,110.6013,116.8314,114.9861,1005.3537
2006/04/17,921.21,1124.414,1093.513,988.191,1282.523,6976.25,110.6122,116.7064,115.0926,1005.548
2006/04/18,927.478,1131.281,1097.73,986.353,1277.6093,7130.92,110.5912,116.4148,114.858,1005.5922
2006/04/19,930.833,1138.241,1100.661,982.987,1293.4308,7205.99,110.598,116.2747,114.8229,1005.6364
2006/04/20,922.05,1134.381,1091.851,970.807,1291.3277,7136.01,110.5788,116.3289,114.7073,1005.676
2006/04/21,939.873,1149.158,1102.547,972.541,1270.1373,7255.88,110.5877,116.6716,114.9644,1005.7158
2006/04/24,940.902,1142.698,1094.375,950.931,1296.5103,7108.48,110.617,116.6013,115.0041,1005.9141
2006/04/25,931.323,1141.93,1103.059,945.522,1300.1882,7097.48,110.622,116.7237,115.0035,1005.9601
2006/04/26,948.207,1155.726,1116.811,956.2,1312.0719,7041.76,110.5834,116.5282,114.8262,1006.0028
2006/04/27,943.343,1155.268,1125.32,957.592,1328.4951,6891.71,110.6221,116.5442,114.74,1006.0421
2006/04/28,964.446,1172.347,1141.685,965.291,1323.2914,6949.29,110.5926,116.7481,115.0291,1006.0809
2006/05/08,996.235,1218.445,1180.728,993.199,1341.7651,6880.55,110.6895,116.7442,114.5251,1006.5555
2006/05/09,1017.619,1251.611,1218.094,1022.822,1368.5529,6980.55,110.6517,116.862,114.8825,1006.593
2006/05/10,1022.999,1265.933,1241.571,1037.927,1391.262,7140.32,110.6798,116.8595,114.8128,1006.6305
2006/05/11,1012.9,1255.035,1237.772,1033.477,1422.9343,7254.09,110.7093,116.911,114.7127,1006.6677
2006/05/12,1050.958,1296.257,1283.677,1066.17,1435.8059,7132.17,110.7217,116.8727,114.5423,1006.7044
2006/05/15,1086.001,1352.155,1344.924,1108.901,1453.5277,6888.54,110.7354,116.8317,114.6827,1006.9172
2006/05/16,1079.705,1331.127,1297.932,1080.741,1410.6412,6900.9,110.69,116.8146,114.6891,1006.9558
2006/05/17,1080.965,1335.523,1318.966,1101.686,1427.9477,6823.34,110.7248,116.9275,114.8146,1006.9941
2006/05/18,1068.202,1331.201,1328.206,1121.476,1407.0853,6847.8,110.6802,116.8448,114.7262,1007.0324
2006/05/19,1096.206,1366.097,1365.647,1153.64,1397.3776,6746.15,110.6707,116.9406,114.7274,1007.0688
2006/05/22,1095.568,1373.674,1386.748,1183.699,1372.1128,6820.7,110.7668,116.9818,114.8583,1007.2767
2006/05/23,1058.991,1317.654,1326.156,1138.819,1373.112,6996.99,110.753,116.716,114.9013,1007.3151
2006/05/24,1055.809,1308.242,1308.693,1119.437,1396.171,6788.12,110.6805,117.0168,114.7884,1007.3519
2006/05/25,1050.696,1307.697,1324.919,1140.351,1390.4306,6898.36,110.7369,116.8744,114.6902,1007.3891
2006/05/26,1064.128,1331.02,1355.501,1170.277,1400.051,6935.76,110.7619,116.8212,114.4261,1007.4246
2006/05/29,1090.571,1366.292,1387.524,1198.812,1419.396,6935.76,110.7805,116.8589,114.7148,1007.6301
2006/05/30,1092.251,1378.756,1410.542,1218.733,1417.1223,6958.91,110.7733,116.774,114.3986,1007.6686
2006/05/31,1078.863,1365.451,1402.332,1224.025,1392.46,6895.81,110.7962,116.6201,114.8449,1007.7072
2006/06/01,1106.233,1402.879,1455.741,1278.241,1360.2602,6849.07,110.7635,116.8887,114.7192,1007.7438
2006/06/02,1097.509,1390.116,1457.763,1287.824,1368.5201,7007.92,110.7215,116.6822,114.6609,1007.7795
2006/06/05,1102.904,1403.163,1484.29,1323.452,1391.8608,7001.72,110.7795,116.7409,114.6583,1007.9847
2006/06/06,1100.56,1399.142,1470.449,1322.521,1373.514,6951.48,110.8004,116.7588,114.6944,1008.0235
2006/06/07,1046.422,1320.233,1370.809,1244.919,1363.1579,6847.32,110.7008,116.5347,114.3337,1008.0649
2006/06/08,1057.083,1325.979,1376.079,1242.221,1361.7507,6782.16,110.7627,116.6852,114.4981,1008.1036
2006/06/09,1031.458,1294.185,1346.481,1214.086,1347.4659,6863.59,110.7896,116.5491,114.5805,1008.1421
2006/06/12,1034.681,1297.67,1352.582,1211.76,1337.0095,6783.48,110.7961,116.5595,114.5861,1008.3449
2006/06/13,1032.618,1298.276,1361.526,1220.087,1304.8224,6604.63,110.717,116.3735,114.1714,1008.3848
2006/06/14,1022.12,1283.88,1347.878,1218.234,1280.1044,6642.8,110.6986,116.3336,114.2623,1008.4216
2006/06/15,1021.992,1285.385,1352.336,1227.781,1286.4505,6735.91,110.8095,116.4142,114.3248,1008.4656
2006/06/16,1047.332,1318.01,1382.41,1254.813,1294.8577,6746.29,110.788,116.2312,113.594,1008.5069
2006/06/19,1056.636,1334.893,1397.995,1268.851,1274.3985,6649.85,110.7819,116.3367,113.4619,1008.6979
2006/06/20,1060.542,1338.223,1414.905,1285.232,1277.0019,6628.61,110.7587,116.3659,113.8587,1008.7406
2006/06/21,1056.501,1333.532,1410.502,1278.463,1281.5759,6717.08,110.7284,116.2677,113.0455,1008.7829
2006/06/22,1057.231,1331.553,1411.278,1280.871,1297.6418,6750.92,110.7419,116.5013,113.2,1008.8259
2006/06/23,1061.412,1339.446,1430.513,1297.753,1277.4198,6730.77,110.7016,116.5475,113.3337,1008.8713
2006/06/26,1083.046,1363.413,1457.137,1319.451,1273.4052,6800.11,110.8385,116.7217,113.2051,1009.0649
2006/06/27,1081.131,1363.896,1464.686,1325.167,1288.1272,6811.68,110.8578,116.7744,113.703,1009.1047
2006/06/28,1080.608,1362.885,1461.793,1326.392,1273.862,6812.79,110.8063,116.6039,113.263,1009.1576
2006/06/29,1105.048,1395.124,1488.164,1349.111,1275.5866,6935.33,110.7733,116.8198,113.2552,1009.2012
2006/06/30,1102.696,1393.963,1485.995,1336.66,1300.9633,6975.97,110.8676,116.7345,113.5836,1009.245
2006/07/03,1125.358,1420.328,1514.068,1356.294,1318.8872,6989.7,110.8439,116.9387,113.4697,1009.4257
2006/07/04,1115.169,1411.013,1508.839,1348.165,1312.9176,6989.7,110.8942,116.7501,113.6266,1009.468
2006/07/05,1092.818,1393.009,1497.656,1345.327,1312.7156,7044.23,110.7738,116.6919,113.3429,1009.5126
2006/07/06,1109.827,1418.675,1539.177,1382.228,1307.017,7071.4,110.8027,116.7788,113.2754,1009.5554
2006/07/07,1099.06,1410.429,1541.253,1383.647,1325.7378,6983.27,110.8241,116.4018,113.243,1009.6045
2006/07/10,1098.813,1412.124,1550.04,1405.093,1314.2369,6929.87,110.8832,116.8176,113.5741,1009.7858
2006/07/11,1101.82,1418.575,1561.843,1417.302,1324.8141,7009.72,110.8837,116.8428,113.7341,1009.827
2006/07/12,1100.592,1419.199,1562.06,1415.931,1330.9879,7077.3,110.8574,116.8928,113.5235,1009.8742
2006/07/13,1051.979,1346.088,1459.778,1314.4,1316.673,7212.54,110.9381,116.8641,113.7072,1009.9181
2006/07/14,1059.255,1357.129,1470.467,1325.635,1312.1795,7261.31,110.9574,116.6823,113.5088,1009.9691
2006/07/17,1067.531,1372.254,1494.793,1351.158,1316.2843,7079.6,110.8826,116.7038,113.6327,1010.1407
2006/07/18,1064.746,1373.416,1506.592,1362.285,1295.2765,6963.12,110.9376,116.3098,114.0109,1010.1954
2006/07/19,1040.586,1336.644,1472.354,1337.526,1277.6029,6936.04,110.9128,117.008,113.5371,1010.2452
2006/07/20,1046.987,1345.194,1484.409,1350.853,1279.1432,6903.47,110.9725,116.7992,113.3822,1010.2903
2006/07/21,1056.627,1356.033,1493.036,1352.62,1263.7318,6903.76,110.9555,116.8733,113.6527,1010.3441
2006/07/24,1058.071,1358.122,1496.607,1350.752,1257.2478,6979.65,110.9832,116.5528,113.196,1010.5195
2006/07/25,1068.106,1374.17,1518.172,1369.892,1264.2444,6905.79,110.9771,116.6336,113.2405,1010.567
2006/07/26,1069.444,1371.295,1523.863,1383.188,1251.5616,6953.15,110.9053,116.6007,113.1345,1010.6153
2006/07/27,1060.585,1355.545,1506.56,1375.139,1254.7176,7017.8,110.9353,116.5242,113.1706,1010.6566
2006/07/28,1050.639,1341.393,1492.114,1366.579,1255.9161,6946.84,110.8246,116.506,113.0453,1010.7079
2006/07/31,1020.541,1294.328,1425.044,1309.657,1277.9365,7115.85,110.9515,116.5535,113.1673,1010.8731
2006/08/01,1011.146,1282.057,1408.902,1286.348,1274.0483,7119.29,110.9276,116.4651,112.9004,1010.9206
2006/08/02,1007.596,1275.088,1401.859,1273.414,1274.5554,7223.28,110.9408,116.3424,113.0059,1010.9662
2006/08/03,1008.183,1271.744,1401.156,1269.578,1283.6412,7124.74,111.0283,116.5078,113.0853,1011.0069
2006/08/04,990.834,1241.908,1354.778,1221.196,1274.4843,7101.98,110.9669,116.4013,112.9232,1011.0544
2006/08/07,978.085,1224.102,1323.726,1185.394,1274.1323,7203.41,111.0189,116.6522,113.2533,1011.2239
2006/08/08,994.537,1252.386,1364.99,1226.901,1264.4372,7165.81,111.0285,116.5685,113.2432,1011.2705
2006/08/09,993.658,1251.298,1367.395,1234.098,1261.551,7199.96,111.0254,116.6644,113.2264,1011.3247
2006/08/10,1011.644,1271.473,1391.144,1253.947,1277.5011,7016.65,111.0619,116.6948,113.4562,1011.3693
2006/08/11,1011.639,1275.654,1398.011,1261.147,1273.0614,7001.02,111.024,116.6912,113.2686,1011.4161
2006/08/14,992.453,1245.721,1356.848,1219.077,1249.9014,6886.12,111.0664,116.7532,113.2921,1011.5838
2006/08/15,1007.798,1265.863,1383.361,1243.47,1248.3086,6866.75,111.0894,116.795,113.4975,1011.6317
2006/08/16,1018.894,1283.567,1407.313,1262.194,1248.7864,6817.09,111.0664,117.0231,113.4717,1011.6781
2006/08/17,1009.311,1271.627,1395.718,1255.457,1251.1296,6668.62,111.1124,116.9578,113.7573,1011.7181
2006/08/18,1008.047,1267.866,1384.899,1246.437,1250.9637,6718.27,111.1851,116.9923,113.8451,1011.7643
2006/08/21,1008.31,1270.562,1392.969,1258.16,1249.2896,6797.49,111.1372,116.8729,113.5754,1011.9292
2006/08/22,1018.508,1285.268,1408.846,1271.185,1252.4428,6824.02,111.1503,116.845,113.4891,1011.9774
2006/08/23,1021.873,1285.68,1403.578,1268.325,1250.3276,6728.66,111.1863,117.0961,113.69,1012.0228
2006/08/24,1028.243,1292.401,1416.898,1286.406,1248.5435,6780.28,111.1554,116.9937,113.9099,1012.0643
2006/08/25,1028.287,1295.437,1421.095,1286.58,1245.8614,6809.4,111.1415,116.8491,113.8192,1012.1098
2006/08/28,1048.853,1325.894,1457.321,1316.237,1242.2484,6632.73,111.1554,117.0235,113.9656,1012.2715
2006/08/29,1049.64,1330.155,1456.44,1315.659,1233.9995,6583.16,111.2008,117.072,113.8957,1012.3224
2006/08/30,1048.776,1334.671,1468.664,1329.203,1226.0893,6575.81,111.2382,117.2328,114.0858,1012.3705
2006/08/31,1048.577,1338.694,1479.9,1336.311,1228.8164,6599.42,111.2405,117.2507,114.0113,1012.4134
2006/09/01,1033.739,1318.099,1451.95,1310.68,1244.3989,6503.2,111.2321,117.3587,114.187,1012.4627
2006/09/04,1046.141,1337.243,1484.443,1343.193,1235.6885,6503.2,111.2687,117.1628,114.1305,1012.6214
2006/09/05,1052.166,1340.682,1490.153,1344.887,1234.7818,6480.31,111.2963,117.2722,114.1396,1012.6736
2006/09/06,1056.264,1346.367,1497.005,1355.479,1251.2663,6426.13,111.2977,117.2466,114.2546,1012.724
2006/09/07,1045.154,1328.377,1472.505,1334.173,1246.2172,6384.04,111.2848,117.2586,114.2438,1012.7705
2006/09/08,1050.8,1332.153,1473.922,1337.717,1244.701,6286.28,111.3125,117.2504,114.182,1012.8201
2006/09/11,1057.853,1338.755,1481.932,1348.99,1229.398,6183.19,111.3459,117.2892,114.256,1012.9813
2006/09/12,1066.823,1347.639,1487.741,1356.035,1229.4548,6082.88,111.3546,117.4334,114.3268,1013.0345
2006/09/13,1069.011,1338.386,1466.043,1339.065,1225.1836,6060.64,111.3961,117.4395,114.4288,1013.0857
2006/09/14,1070.108,1338.278,1467.796,1341.531,1242.0152,5958.91,111.3633,117.4601,114.5202,1013.1364
2006/09/15,1094.149,1362.322,1484.687,1354.517,1230.6889,5930.28,111.3516,117.4308,114.4424,1013.1847
2006/09/18,1096.466,1375.563,1507.942,1375.466,1241.5349,5979.27,111.3751,117.5047,114.6529,1013.3436
2006/09/19,1101.956,1378.309,1512.963,1378.547,1240.282,5863.78,111.4067,117.5653,114.7655,1013.3941
2006/09/20,1098.929,1378.459,1517.29,1385.257,1224.9649,5751.97,111.4272,117.5748,114.7884,1013.4458
2006/09/21,1106.873,1387.37,1521.95,1390.204,1224.9196,5824.89,111.4162,117.6543,115.2049,1013.4962
2006/09/22,1094.179,1374.852,1509.385,1376.903,1230.4095,5749.31,111.4283,117.8762,115.3866,1013.5464
2006/09/25,1091.717,1372.399,1514.277,1381.099,1217.407,5764.22,111.4345,117.6776,115.6578,1013.705
2006/09/26,1077.302,1357.646,1508.2,1381.724,1220.772,5768.64,111.4887,117.8197,115.4911,1013.7587
2006/09/27,1088.749,1371.117,1522.45,1391.083,1228.3349,5863.08,111.4836,117.8319,115.6759,1013.81
2006/09/28,1101.972,1387.002,1535.272,1399.31,1228.522,5872.48,111.4869,117.8594,115.7009,1013.8597
2006/09/29,1115.718,1403.265,1550.803,1411.509,1237.5297,5892.85,111.4701,117.8705,115.8806,1013.9103
2006/10/09,1151.433,1436.074,1579.521,1433.785,1239.7363,5857.38,111.5525,118.076,115.8337,1014.4182
2006/10/10,1152.238,1437.245,1588.806,1439.838,1243.8458,5767.38,111.5732,117.9487,115.7505,1014.4672
2006/10/11,1152.414,1435.906,1591.451,1446.87,1233.865,5733.77,111.5795,117.9093,115.8823,1014.5162
2006/10/12,1147.229,1426.5,1567.291,1434.159,1238.4357,5735.4,111.5741,117.9816,116.0148,1014.5688
2006/10/13,1149.579,1430.882,1575.861,1442.024,1244.0035,5801.11,111.581,118.1076,116.0577,1014.6195
2006/10/16,1135.483,1418.517,1567.085,1440.441,1253.7193,5932.6,111.6165,118.0225,115.9955,1014.7801
2006/10/17,1125.442,1414.448,1568.509,1438.817,1272.7408,5876.95,111.5452,118.1043,116.0392,1014.8306
2006/10/18,1146.926,1437.593,1588.59,1453.101,1256.7673,5795.85,111.6215,118.1115,116.177,1014.8837
2006/10/19,1148.405,1439.377,1597.38,1456.88,1264.7098,5873.68,111.6308,118.1629,116.2298,1014.9343
2006/10/20,1152.313,1440.182,1587.902,1444.568,1265.0812,5813.47,111.6453,118.2479,116.2267,1014.9875
2006/10/23,1132.686,1408.715,1537.321,1405.312,1263.5957,5776.87,111.6453,118.3331,116.2912,1015.1556
2006/10/24,1159.133,1440.054,1577.086,1438.415,1257.986,5824.95,111.653,118.3998,116.2311,1015.2093
2006/10/25,1166.248,1446.825,1565.901,1426.437,1260.3891,5974.35,111.6315,118.405,116.3217,1015.2598
2006/10/26,1178.077,1456.095,1556.69,1411.511,1264.7253,5898.64,111.6653,118.4674,116.5249,1015.3107
2006/10/27,1164.574,1439.05,1530.26,1387.603,1263.0258,5907.16,111.6886,118.4813,116.4208,1015.3607
2006/10/30,1175.796,1446.239,1527.216,1382.044,1259.1092,5730.06,111.6609,118.5371,116.4464,1015.5273
2006/10/31,1193.843,1464.473,1541.639,1396.959,1239.5126,5741.51,111.6866,118.4818,116.4144,1015.5803
2006/11/01,1211.553,1479.409,1548.518,1403.52,1243.3515,5746.83,111.7347,118.5087,116.3785,1015.6336
2006/11/02,1208.272,1479.656,1545.826,1397.877,1241.7829,5729.88,111.7103,118.5267,116.5,1015.6852
2006/11/03,1219.003,1488.291,1549.655,1405.003,1237.9412,5808.39,111.7415,118.5528,116.5082,1015.7396
2006/11/06,1245.694,1507.891,1540.606,1400.539,1249.1181,5851.76,111.7841,118.5372,116.5325,1015.9062
2006/11/07,1258.646,1516.104,1525.649,1379.306,1253.3445,5810.49,111.7925,118.4864,116.4799,1015.9618
2006/11/08,1241.444,1498.173,1521.448,1375.243,1253.9877,5859.61,111.7867,118.4852,116.4381,1016.017
2006/11/09,1268.332,1524.714,1537.862,1392.82,1249.4955,5963.91,111.7637,118.3985,116.4707,1016.0714
2006/11/10,1262.529,1504.062,1498.871,1353.478,1252.0576,5821.05,111.7681,118.5296,116.4482,1016.1238
2006/11/13,1245.828,1475.779,1445.679,1306.784,1244.6779,5759.6,111.8007,118.537,116.5354,1016.294
2006/11/14,1262.158,1493.776,1461.716,1325.162,1227.932,5751.67,111.8198,118.5316,116.5099,1016.3449
2006/11/15,1293.253,1534.762,1484.446,1342.704,1226.9517,5806.82,111.8463,118.524,116.5458,1016.3976
2006/11/16,1299.116,1533.288,1462.675,1321.501,1240.3074,5667.84,111.823,118.5631,116.5619,1016.4499
2006/11/17,1321.011,1562.084,1476.745,1333.441,1225.2266,5699.84,111.809,118.4711,117.4547,1016.5035
2006/11/20,1362.451,1593.158,1466.653,1322.586,1235.8344,5703.62,111.8377,118.3983,117.2991,1016.6731
2006/11/21,1376.632,1612.249,1477.679,1330.852,1227.1374,5807.95,111.8409,118.4056,117.3587,1016.7261
2006/11/22,1382.235,1624.028,1500.813,1340.399,1242.8432,5724.27,111.8378,118.3774,117.1021,1016.7788
2006/11/23,1395.678,1634.914,1509.315,1350.144,1236.9832,5724.27,111.843,118.2816,116.9471,1016.8314
